SessionId	ItemId	Time
28874	3541	4
28874	16316	5
28874	1949	6
28874	15085	7
28874	643	8
28874	11348	9
28877	3863	0
28877	3541	1
28877	16316	2
28877	1949	3
28877	15085	4
28877	643	5
28877	11348	6
28877	4621	7
28877	4128	8
28877	4623	9
28879	16317	0
28879	10822	1
28879	12040	2
28879	3895	3
28879	11978	4
28879	11151	5
28879	1370	6
28879	6448	7
28879	8785	8
28879	6680	9
28880	10822	0
28880	12040	1
28880	3895	2
28880	11978	3
28880	11151	4
28880	1370	5
28880	6448	6
28880	8785	7
28880	6680	8
28880	6608	9
28881	12040	0
28881	3895	1
28881	11978	2
28881	11151	3
28881	1370	4
28881	6448	5
28881	8785	6
28881	6680	7
28881	6608	8
28881	6678	9
28882	3895	0
28882	11978	1
28882	11151	2
28882	1370	3
28882	6448	4
28882	8785	5
28882	6680	6
28882	6608	7
28882	6678	8
28882	16318	9
28883	11978	0
28883	11151	1
28883	1370	2
28883	6448	3
28883	8785	4
28883	6680	5
28883	6608	6
28883	6678	7
28883	16318	8
28883	13483	9
28886	6448	0
28886	8785	1
28886	6680	2
28886	6608	3
28886	6678	4
28886	16318	5
28886	13483	6
28886	3890	7
28886	8506	8
28886	16319	9
28888	6680	0
28888	6608	1
28888	6678	2
28888	16318	3
28888	13483	4
28888	3890	5
28888	8506	6
28888	16319	7
28888	10530	8
28888	10832	9
28889	6608	0
28889	6678	1
28889	16318	2
28889	13483	3
28889	3890	4
28889	8506	5
28889	16319	6
28889	10530	7
28889	10832	8
28889	4412	9
28890	6678	0
28890	16318	1
28890	13483	2
28890	3890	3
28890	8506	4
28890	16319	5
28890	10530	6
28890	10832	7
28890	4412	8
28890	16320	9
28891	16318	0
28891	13483	1
28891	3890	2
28891	8506	3
28891	16319	4
28891	10530	5
28891	10832	6
28891	4412	7
28891	16320	8
28891	8506	9
28894	8506	0
28894	16319	1
28894	10530	2
28894	10832	3
28894	4412	4
28894	16320	5
28894	8506	6
28894	6601	7
28894	8731	8
28894	11980	9
28895	16319	0
28895	10530	1
28895	10832	2
28895	4412	3
28895	16320	4
28895	8506	5
28895	6601	6
28895	8731	7
28895	11980	8
28895	4937	9
28898	4412	0
28898	16320	1
28898	8506	2
28898	6601	3
28898	8731	4
28898	11980	5
28898	4937	6
28898	12036	7
28898	16321	8
28898	5732	9
28902	8731	0
28902	11980	1
28902	4937	2
28902	12036	3
28902	16321	4
28902	5732	5
28902	16322	6
28902	16323	7
28902	1980	8
28902	8755	9
28903	11980	0
28903	4937	1
28903	12036	2
28903	16321	3
28903	5732	4
28903	16322	5
28903	16323	6
28903	1980	7
28903	8755	8
28903	15013	9
28904	4436	0
28904	10474	1
28904	9183	2
28904	8612	3
28904	6217	4
28904	14038	5
28904	5949	6
28904	14896	7
28904	14130	8
28904	2491	9
28905	10474	0
28905	9183	1
28905	8612	2
28905	6217	3
28905	14038	4
28905	5949	5
28905	14896	6
28905	14130	7
28905	2491	8
28905	3065	9
28907	8612	0
28907	6217	1
28907	14038	2
28907	5949	3
28907	14896	4
28907	14130	5
28907	2491	6
28907	3065	7
28907	1513	8
28907	8605	9
28908	6217	0
28908	14038	1
28908	5949	2
28908	14896	3
28908	14130	4
28908	2491	5
28908	3065	6
28908	1513	7
28908	8605	8
28908	5746	9
28909	14038	0
28909	5949	1
28909	14896	2
28909	14130	3
28909	2491	4
28909	3065	5
28909	1513	6
28909	8605	7
28909	5746	8
28909	6223	9
28910	5949	0
28910	14896	1
28910	14130	2
28910	2491	3
28910	3065	4
28910	1513	5
28910	8605	6
28910	5746	7
28910	6223	8
28910	1486	9
28911	14896	0
28911	14130	1
28911	2491	2
28911	3065	3
28911	1513	4
28911	8605	5
28911	5746	6
28911	6223	7
28911	1486	8
28911	7187	9
28912	14130	0
28912	2491	1
28912	3065	2
28912	1513	3
28912	8605	4
28912	5746	5
28912	6223	6
28912	1486	7
28912	7187	8
28912	13808	9
28913	2491	0
28913	3065	1
28913	1513	2
28913	8605	3
28913	5746	4
28913	6223	5
28913	1486	6
28913	7187	7
28913	13808	8
28913	15743	9
28914	3065	0
28914	1513	1
28914	8605	2
28914	5746	3
28914	6223	4
28914	1486	5
28914	7187	6
28914	13808	7
28914	15743	8
28914	1525	9
28918	6223	0
28918	1486	1
28918	7187	2
28918	13808	3
28918	15743	4
28918	1525	5
28918	4439	6
28918	11190	7
28918	5762	8
28918	14525	9
28919	1486	0
28919	7187	1
28919	13808	2
28919	15743	3
28919	1525	4
28919	4439	5
28919	11190	6
28919	5762	7
28919	14525	8
28919	13757	9
28920	7187	0
28920	13808	1
28920	15743	2
28920	1525	3
28920	4439	4
28920	11190	5
28920	5762	6
28920	14525	7
28920	13757	8
28920	6059	9
28921	13808	0
28921	15743	1
28921	1525	2
28921	4439	3
28921	11190	4
28921	5762	5
28921	14525	6
28921	13757	7
28921	6059	8
28921	1341	9
28922	15743	0
28922	1525	1
28922	4439	2
28922	11190	3
28922	5762	4
28922	14525	5
28922	13757	6
28922	6059	7
28922	1341	8
28922	6011	9
28925	11190	0
28925	5762	1
28925	14525	2
28925	13757	3
28925	6059	4
28925	1341	5
28925	6011	6
28925	4435	7
28925	16282	8
28925	13815	9
28928	13757	0
28928	6059	1
28928	1341	2
28928	6011	3
28928	4435	4
28928	16282	5
28928	13815	6
28928	7886	7
28928	2943	8
28928	3438	9
28929	6059	0
28929	1341	1
28929	6011	2
28929	4435	3
28929	16282	4
28929	13815	5
28929	7886	6
28929	2943	7
28929	3438	8
28929	16327	9
28932	4435	0
28932	16282	1
28932	13815	2
28932	7886	3
28932	2943	4
28932	3438	5
28932	16327	6
28932	13623	7
28932	14932	8
28932	9097	9
28934	13815	0
28934	7886	1
28934	2943	2
28934	3438	3
28934	16327	4
28934	13623	5
28934	14932	6
28934	9097	7
28934	8539	8
28934	3067	9
28935	7886	0
28935	2943	1
28935	3438	2
28935	16327	3
28935	13623	4
28935	14932	5
28935	9097	6
28935	8539	7
28935	3067	8
28935	2937	9
28936	2943	0
28936	3438	1
28936	16327	2
28936	13623	3
28936	14932	4
28936	9097	5
28936	8539	6
28936	3067	7
28936	2937	8
28936	14422	9
28937	14210	0
28937	10541	1
28937	4935	2
28937	6639	3
28937	12155	4
28937	15291	5
28937	15228	6
28937	12119	7
28937	4638	8
28937	12109	9
28938	10541	0
28938	4935	1
28938	6639	2
28938	12155	3
28938	15291	4
28938	15228	5
28938	12119	6
28938	4638	7
28938	12109	8
28938	4642	9
28939	3402	0
28939	2055	1
28939	638	2
28939	11436	3
28939	6170	4
28939	4838	5
28939	13781	6
28939	6040	7
28939	6875	8
28939	8919	9
28943	11303	0
28943	12269	1
28943	11974	2
28943	13371	3
28943	7018	4
28943	12351	5
28943	2697	6
28943	9837	7
28943	13228	8
28943	14251	9
28944	12269	0
28944	11974	1
28944	13371	2
28944	7018	3
28944	12351	4
28944	2697	5
28944	9837	6
28944	13228	7
28944	14251	8
28944	14251	9
28945	11974	0
28945	13371	1
28945	7018	2
28945	12351	3
28945	2697	4
28945	9837	5
28945	13228	6
28945	14251	7
28945	14251	8
28945	12590	9
28946	13371	0
28946	7018	1
28946	12351	2
28946	2697	3
28946	9837	4
28946	13228	5
28946	14251	6
28946	14251	7
28946	12590	8
28946	16329	9
28947	7018	0
28947	12351	1
28947	2697	2
28947	9837	3
28947	13228	4
28947	14251	5
28947	14251	6
28947	12590	7
28947	16329	8
28947	13206	9
28950	4714	0
28950	16332	1
28950	6203	2
28950	1629	3
28950	8494	4
28950	531	5
28950	15665	6
28950	10692	7
28950	827	8
28950	1673	9
28951	16332	0
28951	6203	1
28951	1629	2
28951	8494	3
28951	531	4
28951	15665	5
28951	10692	6
28951	827	7
28951	1673	8
28951	105	9
28953	2115	0
28953	8585	1
28953	3588	2
28953	805	3
28953	652	4
28953	4106	5
28953	113	6
28953	3859	7
28953	2814	8
28953	8142	9
28954	16334	0
28954	9279	1
28954	7237	2
28954	16335	3
28954	7581	4
28954	4690	5
28954	16336	6
28954	15193	7
28954	3452	8
28954	2354	9
28955	6668	0
28955	6644	1
28955	13308	2
28955	11979	3
28955	4561	4
28955	3768	5
28955	7696	6
28955	6232	7
28955	1222	8
28955	16337	9
28956	6644	0
28956	13308	1
28956	11979	2
28956	4561	3
28956	3768	4
28956	7696	5
28956	6232	6
28956	1222	7
28956	16337	8
28956	8277	9
28957	13308	0
28957	11979	1
28957	4561	2
28957	3768	3
28957	7696	4
28957	6232	5
28957	1222	6
28957	16337	7
28957	8277	8
28957	13398	9
28958	11979	0
28958	4561	1
28958	3768	2
28958	7696	3
28958	6232	4
28958	1222	5
28958	16337	6
28958	8277	7
28958	13398	8
28958	14102	9
28959	4561	0
28959	3768	1
28959	7696	2
28959	6232	3
28959	1222	4
28959	16337	5
28959	8277	6
28959	13398	7
28959	14102	8
28959	4030	9
28960	3768	0
28960	7696	1
28960	6232	2
28960	1222	3
28960	16337	4
28960	8277	5
28960	13398	6
28960	14102	7
28960	4030	8
28960	561	9
28961	7696	0
28961	6232	1
28961	1222	2
28961	16337	3
28961	8277	4
28961	13398	5
28961	14102	6
28961	4030	7
28961	561	8
28961	14976	9
28963	1222	0
28963	16337	1
28963	8277	2
28963	13398	3
28963	14102	4
28963	4030	5
28963	561	6
28963	14976	7
28963	16338	8
28963	8784	9
28965	8277	0
28965	13398	1
28965	14102	2
28965	4030	3
28965	561	4
28965	14976	5
28965	16338	6
28965	8784	7
28965	1986	8
28965	15795	9
28966	13398	0
28966	14102	1
28966	4030	2
28966	561	3
28966	14976	4
28966	16338	5
28966	8784	6
28966	1986	7
28966	15795	8
28966	16339	9
28967	14102	0
28967	4030	1
28967	561	2
28967	14976	3
28967	16338	4
28967	8784	5
28967	1986	6
28967	15795	7
28967	16339	8
28967	15228	9
28968	14375	0
28968	3797	1
28968	16342	2
28968	14191	3
28968	16343	4
28968	13572	5
28968	8895	6
28968	10501	7
28968	5941	8
28968	230	9
28969	3797	0
28969	16342	1
28969	14191	2
28969	16343	3
28969	13572	4
28969	8895	5
28969	10501	6
28969	5941	7
28969	230	8
28969	12853	9
28970	16342	0
28970	14191	1
28970	16343	2
28970	13572	3
28970	8895	4
28970	10501	5
28970	5941	6
28970	230	7
28970	12853	8
28970	4961	9
28971	14191	0
28971	16343	1
28971	13572	2
28971	8895	3
28971	10501	4
28971	5941	5
28971	230	6
28971	12853	7
28971	4961	8
28971	4851	9
28972	16343	0
28972	13572	1
28972	8895	2
28972	10501	3
28972	5941	4
28972	230	5
28972	12853	6
28972	4961	7
28972	4851	8
28972	2074	9
28974	8895	0
28974	10501	1
28974	5941	2
28974	230	3
28974	12853	4
28974	4961	5
28974	4851	6
28974	2074	7
28974	16344	8
28974	12792	9
28976	5941	0
28976	230	1
28976	12853	2
28976	4961	3
28976	4851	4
28976	2074	5
28976	16344	6
28976	12792	7
28976	217	8
28976	10632	9
28977	230	0
28977	12853	1
28977	4961	2
28977	4851	3
28977	2074	4
28977	16344	5
28977	12792	6
28977	217	7
28977	10632	8
28977	10998	9
28978	12853	0
28978	4961	1
28978	4851	2
28978	2074	3
28978	16344	4
28978	12792	5
28978	217	6
28978	10632	7
28978	10998	8
28978	13615	9
28979	4961	0
28979	4851	1
28979	2074	2
28979	16344	3
28979	12792	4
28979	217	5
28979	10632	6
28979	10998	7
28979	13615	8
28979	1736	9
28980	4851	0
28980	2074	1
28980	16344	2
28980	12792	3
28980	217	4
28980	10632	5
28980	10998	6
28980	13615	7
28980	1736	8
28980	16345	9
28983	12792	0
28983	217	1
28983	10632	2
28983	10998	3
28983	13615	4
28983	1736	5
28983	16345	6
28983	16346	7
28983	8672	8
28983	16347	9
28984	217	0
28984	10632	1
28984	10998	2
28984	13615	3
28984	1736	4
28984	16345	5
28984	16346	6
28984	8672	7
28984	16347	8
28984	1061	9
28985	10632	0
28985	10998	1
28985	13615	2
28985	1736	3
28985	16345	4
28985	16346	5
28985	8672	6
28985	16347	7
28985	1061	8
28985	16348	9
28986	10998	0
28986	13615	1
28986	1736	2
28986	16345	3
28986	16346	4
28986	8672	5
28986	16347	6
28986	1061	7
28986	16348	8
28986	15153	9
28988	1380	0
28988	9162	1
28988	16349	2
28988	1696	3
28988	2116	4
28988	1685	5
28988	2660	6
28988	1832	7
28988	1684	8
28988	1677	9
28989	9162	0
28989	16349	1
28989	1696	2
28989	2116	3
28989	1685	4
28989	2660	5
28989	1832	6
28989	1684	7
28989	1677	8
28989	1382	9
28990	16349	0
28990	1696	1
28990	2116	2
28990	1685	3
28990	2660	4
28990	1832	5
28990	1684	6
28990	1677	7
28990	1382	8
28990	1701	9
28991	1696	0
28991	2116	1
28991	1685	2
28991	2660	3
28991	1832	4
28991	1684	5
28991	1677	6
28991	1382	7
28991	1701	8
28991	753	9
28993	5595	0
28993	4653	1
28993	5989	2
28993	12311	3
28993	5602	4
28993	10967	5
28993	12223	6
28993	949	7
28993	16352	8
28993	6704	9
28995	5989	0
28995	12311	1
28995	5602	2
28995	10967	3
28995	12223	4
28995	949	5
28995	16352	6
28995	6704	7
28995	3098	8
28995	931	9
28996	12311	0
28996	5602	1
28996	10967	2
28996	12223	3
28996	949	4
28996	16352	5
28996	6704	6
28996	3098	7
28996	931	8
28996	6471	9
28997	5602	0
28997	10967	1
28997	12223	2
28997	949	3
28997	16352	4
28997	6704	5
28997	3098	6
28997	931	7
28997	6471	8
28997	7979	9
28998	10967	0
28998	12223	1
28998	949	2
28998	16352	3
28998	6704	4
28998	3098	5
28998	931	6
28998	6471	7
28998	7979	8
28998	7448	9
28999	12223	0
28999	949	1
28999	16352	2
28999	6704	3
28999	3098	4
28999	931	5
28999	6471	6
28999	7979	7
28999	7448	8
28999	11042	9
29003	3098	0
29003	931	1
29003	6471	2
29003	7979	3
29003	7448	4
29003	11042	5
29003	10863	6
29003	14145	7
29003	8595	8
29003	3092	9
29004	931	0
29004	6471	1
29004	7979	2
29004	7448	3
29004	11042	4
29004	10863	5
29004	14145	6
29004	8595	7
29004	3092	8
29004	849	9
29005	6471	0
29005	7979	1
29005	7448	2
29005	11042	3
29005	10863	4
29005	14145	5
29005	8595	6
29005	3092	7
29005	849	8
29005	851	9
29006	7979	0
29006	7448	1
29006	11042	2
29006	10863	3
29006	14145	4
29006	8595	5
29006	3092	6
29006	849	7
29006	851	8
29006	14829	9
29007	7448	0
29007	11042	1
29007	10863	2
29007	14145	3
29007	8595	4
29007	3092	5
29007	849	6
29007	851	7
29007	14829	8
29007	9051	9
29008	11042	0
29008	10863	1
29008	14145	2
29008	8595	3
29008	3092	4
29008	849	5
29008	851	6
29008	14829	7
29008	9051	8
29008	7937	9
29010	14145	0
29010	8595	1
29010	3092	2
29010	849	3
29010	851	4
29010	14829	5
29010	9051	6
29010	7937	7
29010	14617	8
29010	15186	9
29012	3092	0
29012	849	1
29012	851	2
29012	14829	3
29012	9051	4
29012	7937	5
29012	14617	6
29012	15186	7
29012	2704	8
29012	9828	9
29013	849	0
29013	851	1
29013	14829	2
29013	9051	3
29013	7937	4
29013	14617	5
29013	15186	6
29013	2704	7
29013	9828	8
29013	15788	9
29014	851	0
29014	14829	1
29014	9051	2
29014	7937	3
29014	14617	4
29014	15186	5
29014	2704	6
29014	9828	7
29014	15788	8
29014	9008	9
29015	14829	0
29015	9051	1
29015	7937	2
29015	14617	3
29015	15186	4
29015	2704	5
29015	9828	6
29015	15788	7
29015	9008	8
29015	4217	9
29016	9051	0
29016	7937	1
29016	14617	2
29016	15186	3
29016	2704	4
29016	9828	5
29016	15788	6
29016	9008	7
29016	4217	8
29016	16353	9
29017	7937	0
29017	14617	1
29017	15186	2
29017	2704	3
29017	9828	4
29017	15788	5
29017	9008	6
29017	4217	7
29017	16353	8
29017	11835	9
29019	15186	0
29019	2704	1
29019	9828	2
29019	15788	3
29019	9008	4
29019	4217	5
29019	16353	6
29019	11835	7
29019	7851	8
29019	14504	9
29020	2704	0
29020	9828	1
29020	15788	2
29020	9008	3
29020	4217	4
29020	16353	5
29020	11835	6
29020	7851	7
29020	14504	8
29020	11201	9
29021	9828	0
29021	15788	1
29021	9008	2
29021	4217	3
29021	16353	4
29021	11835	5
29021	7851	6
29021	14504	7
29021	11201	8
29021	4708	9
29023	9008	0
29023	4217	1
29023	16353	2
29023	11835	3
29023	7851	4
29023	14504	5
29023	11201	6
29023	4708	7
29023	8451	8
29023	14144	9
29025	16353	0
29025	11835	1
29025	7851	2
29025	14504	3
29025	11201	4
29025	4708	5
29025	8451	6
29025	14144	7
29025	16354	8
29025	1606	9
29026	11835	0
29026	7851	1
29026	14504	2
29026	11201	3
29026	4708	4
29026	8451	5
29026	14144	6
29026	16354	7
29026	1606	8
29026	360	9
29027	7851	0
29027	14504	1
29027	11201	2
29027	4708	3
29027	8451	4
29027	14144	5
29027	16354	6
29027	1606	7
29027	360	8
29027	13056	9
29029	11201	0
29029	4708	1
29029	8451	2
29029	14144	3
29029	16354	4
29029	1606	5
29029	360	6
29029	13056	7
29029	13030	8
29029	16355	9
29031	8451	0
29031	14144	1
29031	16354	2
29031	1606	3
29031	360	4
29031	13056	5
29031	13030	6
29031	16355	7
29031	2285	8
29031	73	9
29034	1606	0
29034	360	1
29034	13056	2
29034	13030	3
29034	16355	4
29034	2285	5
29034	73	6
29034	16356	7
29034	954	8
29034	760	9
29035	360	0
29035	13056	1
29035	13030	2
29035	16355	3
29035	2285	4
29035	73	5
29035	16356	6
29035	954	7
29035	760	8
29035	13378	9
29037	13030	0
29037	16355	1
29037	2285	2
29037	73	3
29037	16356	4
29037	954	5
29037	760	6
29037	13378	7
29037	5148	8
29037	16357	9
29038	16355	0
29038	2285	1
29038	73	2
29038	16356	3
29038	954	4
29038	760	5
29038	13378	6
29038	5148	7
29038	16357	8
29038	7722	9
29040	73	0
29040	16356	1
29040	954	2
29040	760	3
29040	13378	4
29040	5148	5
29040	16357	6
29040	7722	7
29040	16358	8
29040	12935	9
29041	16356	0
29041	954	1
29041	760	2
29041	13378	3
29041	5148	4
29041	16357	5
29041	7722	6
29041	16358	7
29041	12935	8
29041	7392	9
29042	954	0
29042	760	1
29042	13378	2
29042	5148	3
29042	16357	4
29042	7722	5
29042	16358	6
29042	12935	7
29042	7392	8
29042	8598	9
29043	760	0
29043	13378	1
29043	5148	2
29043	16357	3
29043	7722	4
29043	16358	5
29043	12935	6
29043	7392	7
29043	8598	8
29043	4074	9
29045	5148	0
29045	16357	1
29045	7722	2
29045	16358	3
29045	12935	4
29045	7392	5
29045	8598	6
29045	4074	7
29045	11761	8
29045	14563	9
29049	12935	0
29049	7392	1
29049	8598	2
29049	4074	3
29049	11761	4
29049	14563	5
29049	11835	6
29049	4219	7
29049	15789	8
29049	16359	9
29050	7392	0
29050	8598	1
29050	4074	2
29050	11761	3
29050	14563	4
29050	11835	5
29050	4219	6
29050	15789	7
29050	16359	8
29050	382	9
29051	8598	0
29051	4074	1
29051	11761	2
29051	14563	3
29051	11835	4
29051	4219	5
29051	15789	6
29051	16359	7
29051	382	8
29051	4205	9
29053	843	0
29053	7829	1
29053	1747	2
29053	4581	3
29053	1803	4
29053	7783	5
29053	16130	6
29053	5585	7
29053	1966	8
29053	11832	9
29054	7829	0
29054	1747	1
29054	4581	2
29054	1803	3
29054	7783	4
29054	16130	5
29054	5585	6
29054	1966	7
29054	11832	8
29054	2927	9
29056	940	0
29056	6075	1
29056	69	2
29056	2603	3
29056	4691	4
29056	11630	5
29056	890	6
29056	5667	7
29056	16360	8
29056	2317	9
29057	6075	0
29057	69	1
29057	2603	2
29057	4691	3
29057	11630	4
29057	890	5
29057	5667	6
29057	16360	7
29057	2317	8
29057	5869	9
29058	69	0
29058	2603	1
29058	4691	2
29058	11630	3
29058	890	4
29058	5667	5
29058	16360	6
29058	2317	7
29058	5869	8
29058	16356	9
29062	6078	0
29062	4224	1
29062	15438	2
29062	2691	3
29062	16361	4
29062	296	5
29062	7654	6
29062	11195	7
29062	1501	8
29062	3110	9
29064	15438	0
29064	2691	1
29064	16361	2
29064	296	3
29064	7654	4
29064	11195	5
29064	1501	6
29064	3110	7
29064	4493	8
29064	16128	9
29065	2691	0
29065	16361	1
29065	296	2
29065	7654	3
29065	11195	4
29065	1501	5
29065	3110	6
29065	4493	7
29065	16128	8
29065	2640	9
29066	16361	0
29066	296	1
29066	7654	2
29066	11195	3
29066	1501	4
29066	3110	5
29066	4493	6
29066	16128	7
29066	2640	8
29066	2371	9
29068	7654	0
29068	11195	1
29068	1501	2
29068	3110	3
29068	4493	4
29068	16128	5
29068	2640	6
29068	2371	7
29068	13986	8
29068	16362	9
29069	11195	0
29069	1501	1
29069	3110	2
29069	4493	3
29069	16128	4
29069	2640	5
29069	2371	6
29069	13986	7
29069	16362	8
29069	329	9
29070	1501	0
29070	3110	1
29070	4493	2
29070	16128	3
29070	2640	4
29070	2371	5
29070	13986	6
29070	16362	7
29070	329	8
29070	2412	9
29071	3110	0
29071	4493	1
29071	16128	2
29071	2640	3
29071	2371	4
29071	13986	5
29071	16362	6
29071	329	7
29071	2412	8
29071	625	9
29073	16128	0
29073	2640	1
29073	2371	2
29073	13986	3
29073	16362	4
29073	329	5
29073	2412	6
29073	625	7
29073	16363	8
29073	16128	9
29074	7797	0
29074	16364	1
29074	12157	2
29074	4906	3
29074	697	4
29074	416	5
29074	508	6
29074	7556	7
29074	5539	8
29074	2133	9
29077	4906	0
29077	697	1
29077	416	2
29077	508	3
29077	7556	4
29077	5539	5
29077	2133	6
29077	8385	7
29077	2340	8
29077	5624	9
29078	697	0
29078	416	1
29078	508	2
29078	7556	3
29078	5539	4
29078	2133	5
29078	8385	6
29078	2340	7
29078	5624	8
29078	9592	9
29079	416	0
29079	508	1
29079	7556	2
29079	5539	3
29079	2133	4
29079	8385	5
29079	2340	6
29079	5624	7
29079	9592	8
29079	8384	9
29081	7556	0
29081	5539	1
29081	2133	2
29081	8385	3
29081	2340	4
29081	5624	5
29081	9592	6
29081	8384	7
29081	14869	8
29081	8368	9
29082	5539	0
29082	2133	1
29082	8385	2
29082	2340	3
29082	5624	4
29082	9592	5
29082	8384	6
29082	14869	7
29082	8368	8
29082	14866	9
29083	2133	0
29083	8385	1
29083	2340	2
29083	5624	3
29083	9592	4
29083	8384	5
29083	14869	6
29083	8368	7
29083	14866	8
29083	4764	9
29085	2340	0
29085	5624	1
29085	9592	2
29085	8384	3
29085	14869	4
29085	8368	5
29085	14866	6
29085	4764	7
29085	5434	8
29085	15550	9
29088	8384	0
29088	14869	1
29088	8368	2
29088	14866	3
29088	4764	4
29088	5434	5
29088	15550	6
29088	6291	7
29088	15378	8
29088	1189	9
29089	14869	0
29089	8368	1
29089	14866	2
29089	4764	3
29089	5434	4
29089	15550	5
29089	6291	6
29089	15378	7
29089	1189	8
29089	8361	9
29090	8028	0
29090	455	1
29090	525	2
29090	8031	3
29090	9147	4
29090	406	5
29090	109	6
29090	703	7
29090	6006	8
29090	4607	9
29091	455	0
29091	525	1
29091	8031	2
29091	9147	3
29091	406	4
29091	109	5
29091	703	6
29091	6006	7
29091	4607	8
29091	4115	9
29093	8031	0
29093	9147	1
29093	406	2
29093	109	3
29093	703	4
29093	6006	5
29093	4607	6
29093	4115	7
29093	16365	8
29093	4670	9
29094	9147	0
29094	406	1
29094	109	2
29094	703	3
29094	6006	4
29094	4607	5
29094	4115	6
29094	16365	7
29094	4670	8
29094	76	9
29095	406	0
29095	109	1
29095	703	2
29095	6006	3
29095	4607	4
29095	4115	5
29095	16365	6
29095	4670	7
29095	76	8
29095	15109	9
29096	109	0
29096	703	1
29096	6006	2
29096	4607	3
29096	4115	4
29096	16365	5
29096	4670	6
29096	76	7
29096	15109	8
29096	8821	9
29097	703	0
29097	6006	1
29097	4607	2
29097	4115	3
29097	16365	4
29097	4670	5
29097	76	6
29097	15109	7
29097	8821	8
29097	14684	9
29099	4607	0
29099	4115	1
29099	16365	2
29099	4670	3
29099	76	4
29099	15109	5
29099	8821	6
29099	14684	7
29099	547	8
29099	5135	9
29100	4115	0
29100	16365	1
29100	4670	2
29100	76	3
29100	15109	4
29100	8821	5
29100	14684	6
29100	547	7
29100	5135	8
29100	13976	9
29101	16365	0
29101	4670	1
29101	76	2
29101	15109	3
29101	8821	4
29101	14684	5
29101	547	6
29101	5135	7
29101	13976	8
29101	15625	9
29102	4670	0
29102	76	1
29102	15109	2
29102	8821	3
29102	14684	4
29102	547	5
29102	5135	6
29102	13976	7
29102	15625	8
29102	2069	9
29103	76	0
29103	15109	1
29103	8821	2
29103	14684	3
29103	547	4
29103	5135	5
29103	13976	6
29103	15625	7
29103	2069	8
29103	16366	9
29106	16368	0
29106	6902	1
29106	16369	2
29106	6353	3
29106	11100	4
29106	16368	5
29106	9821	6
29106	2855	7
29106	11918	8
29106	15773	9
29108	16369	0
29108	6353	1
29108	11100	2
29108	16368	3
29108	9821	4
29108	2855	5
29108	11918	6
29108	15773	7
29108	7526	8
29108	7540	9
29109	6353	0
29109	11100	1
29109	16368	2
29109	9821	3
29109	2855	4
29109	11918	5
29109	15773	6
29109	7526	7
29109	7540	8
29109	1898	9
29110	11100	0
29110	16368	1
29110	9821	2
29110	2855	3
29110	11918	4
29110	15773	5
29110	7526	6
29110	7540	7
29110	1898	8
29110	9727	9
29111	16368	0
29111	9821	1
29111	2855	2
29111	11918	3
29111	15773	4
29111	7526	5
29111	7540	6
29111	1898	7
29111	9727	8
29111	1382	9
29112	9821	0
29112	2855	1
29112	11918	2
29112	15773	3
29112	7526	4
29112	7540	5
29112	1898	6
29112	9727	7
29112	1382	8
29112	16369	9
29115	15773	0
29115	7526	1
29115	7540	2
29115	1898	3
29115	9727	4
29115	1382	5
29115	16369	6
29115	6199	7
29115	4033	8
29115	3515	9
29116	7526	0
29116	7540	1
29116	1898	2
29116	9727	3
29116	1382	4
29116	16369	5
29116	6199	6
29116	4033	7
29116	3515	8
29116	13252	9
29117	7540	0
29117	1898	1
29117	9727	2
29117	1382	3
29117	16369	4
29117	6199	5
29117	4033	6
29117	3515	7
29117	13252	8
29117	544	9
29119	9727	0
29119	1382	1
29119	16369	2
29119	6199	3
29119	4033	4
29119	3515	5
29119	13252	6
29119	544	7
29119	6628	8
29119	16370	9
29120	1382	0
29120	16369	1
29120	6199	2
29120	4033	3
29120	3515	4
29120	13252	5
29120	544	6
29120	6628	7
29120	16370	8
29120	15941	9
29121	16369	0
29121	6199	1
29121	4033	2
29121	3515	3
29121	13252	4
29121	544	5
29121	6628	6
29121	16370	7
29121	15941	8
29121	14357	9
29122	6199	0
29122	4033	1
29122	3515	2
29122	13252	3
29122	544	4
29122	6628	5
29122	16370	6
29122	15941	7
29122	14357	8
29122	651	9
29125	13252	0
29125	544	1
29125	6628	2
29125	16370	3
29125	15941	4
29125	14357	5
29125	651	6
29125	5139	7
29125	3034	8
29125	7190	9
29127	6628	0
29127	16370	1
29127	15941	2
29127	14357	3
29127	651	4
29127	5139	5
29127	3034	6
29127	7190	7
29127	16371	8
29127	1637	9
29128	16370	0
29128	15941	1
29128	14357	2
29128	651	3
29128	5139	4
29128	3034	5
29128	7190	6
29128	16371	7
29128	1637	8
29128	1996	9
29129	15941	0
29129	14357	1
29129	651	2
29129	5139	3
29129	3034	4
29129	7190	5
29129	16371	6
29129	1637	7
29129	1996	8
29129	4611	9
29130	6789	0
29130	16206	1
29130	3683	2
29130	521	3
29130	5937	4
29130	88	5
29130	5610	6
29130	1886	7
29130	9606	8
29130	8521	9
29131	16206	0
29131	3683	1
29131	521	2
29131	5937	3
29131	88	4
29131	5610	5
29131	1886	6
29131	9606	7
29131	8521	8
29131	16372	9
29132	3683	0
29132	521	1
29132	5937	2
29132	88	3
29132	5610	4
29132	1886	5
29132	9606	6
29132	8521	7
29132	16372	8
29132	5610	9
29133	521	0
29133	5937	1
29133	88	2
29133	5610	3
